claim_amount,policy_tenure_months,premium_to_claim_ratio,previous_claims_count,previous_fraud_flag,incident_severity,hospitalization_required,police_report_filed,document_count,claim_submission_delay_days,claimant_age,claimant_gender,claimant_location,fraud_label
102891.25,74,0.05,3,0,low,1,0,5,8,22,female,Pune,1
76096.79,106,1.46,3,0,low,0,1,0,6,55,female,Bengaluru,1
42373.16,37,0.46,1,0,low,0,1,3,18,59,female,Bengaluru,0
79841.02,57,2.63,6,0,low,0,1,5,36,80,female,Pune,1
80950.65,15,1.62,7,0,medium,1,0,3,5,48,male,Hyderabad,1
115309.85,117,0.87,5,0,medium,1,1,0,60,68,male,Bengaluru,0
45138.57,62,1.01,4,0,low,0,1,1,28,51,female,Chennai,1
51584.73,67,0.18,7,0,medium,1,0,7,10,76,female,Bengaluru,1
97642.63,50,0.73,2,0,high,1,1,6,1,48,male,Delhi,1
61185.72,33,2.21,3,0,high,0,1,2,58,60,female,Mumbai,1
88652.2,114,3.06,0,0,low,0,1,6,36,78,male,Delhi,1
55705.43,59,2.01,5,0,high,0,0,0,52,73,female,Chennai,1
26643.92,81,1.44,0,0,high,0,1,0,47,43,male,Bengaluru,1
89679.26,5,1.2,5,0,low,0,1,7,60,49,female,Bengaluru,0
16607.47,34,0.83,6,0,low,0,0,5,54,55,female,Pune,1
24631.46,97,2.94,1,0,low,0,0,4,46,25,male,Pune,0
75592.17,11,1.37,4,0,medium,0,1,2,51,32,male,Chennai,0
89925.11,13,2.98,2,0,medium,0,0,6,52,62,male,Hyderabad,0
107467.86,98,2.48,3,0,medium,0,1,4,15,22,female,Delhi,0
33437.79,38,0.28,4,0,medium,0,1,3,36,55,female,Delhi,1
14176.19,33,1.03,1,0,low,0,0,3,60,48,male,Hyderabad,1
114769.55,68,1.03,6,0,low,0,1,2,52,48,female,Mumbai,1
19376.35,24,1.44,3,0,high,1,1,4,6,71,female,Bengaluru,1
24522.37,6,1.46,3,0,high,0,0,5,6,35,male,Pune,0
35668.2,1,3.6,6,0,medium,0,1,6,12,67,female,Mumbai,0
63997.57,10,0.75,1,0,low,0,1,3,45,67,male,Delhi,1
106056.24,20,1.66,3,0,low,0,1,2,24,80,male,Chennai,1
91504.98,84,1.93,7,0,low,0,1,4,38,69,female,Mumbai,0
85270.75,36,1.5,3,0,low,0,1,4,8,49,male,Delhi,1
21846.49,9,1.58,0,0,low,0,1,2,3,40,female,Mumbai,1
43564.23,2,0.77,2,0,high,1,1,0,47,67,female,Pune,0
57930.19,58,1.57,7,0,medium,0,0,2,17,76,female,Chennai,0
18543.69,101,1.86,6,0,low,0,1,0,2,35,female,Chennai,0
33538.13,41,1.73,6,0,low,0,1,0,13,41,female,Bengaluru,0
37691.65,8,1.9,2,0,low,1,1,7,19,49,female,Bengaluru,0
16145.87,28,2.49,6,0,medium,0,0,6,24,24,female,Pune,1
66478.52,60,2.16,3,0,medium,1,1,0,54,37,female,Bengaluru,0
84898.36,23,1.55,6,1,low,0,1,2,12,28,female,Chennai,0
9321.86,118,0.68,7,0,high,0,1,2,36,66,male,Delhi,1
58253.65,92,1.08,1,0,low,0,0,7,16,49,male,Chennai,0
94083.13,42,1.35,7,0,low,1,0,3,30,56,male,Mumbai,0
90010.83,115,1.68,5,0,high,1,0,2,18,23,male,Bengaluru,1
97993.7,40,1.17,5,0,low,1,1,5,21,54,male,Delhi,1
54340.64,17,0.84,6,0,low,0,0,3,36,63,male,Hyderabad,0
98646.29,113,0.67,1,0,medium,1,1,1,35,61,male,Mumbai,1
29649.62,116,0.34,5,0,low,0,1,2,8,68,female,Mumbai,0
43936.46,38,1.34,1,0,low,0,0,1,9,25,female,Chennai,0
21986.31,72,0.47,2,0,low,0,1,5,14,52,male,Pune,1
56630.66,21,0.8,0,1,low,1,1,7,54,48,female,Bengaluru,1
47655.14,77,1.22,1,0,medium,0,1,6,19,74,female,Pune,0
29670.33,83,0.56,7,0,low,0,0,3,35,61,female,Bengaluru,1
90461.9,86,1.77,2,0,medium,0,1,3,27,78,male,Mumbai,1
38347.77,69,2.02,3,0,high,0,1,0,21,19,male,Mumbai,1
33463.72,85,1.12,3,0,low,0,1,2,2,46,male,Delhi,1
16575.95,67,1.19,5,0,low,1,1,0,26,62,female,Mumbai,0
53219.78,99,1.88,4,0,low,0,1,5,60,23,female,Pune,0
37052.79,22,1.0,4,0,low,0,1,7,57,59,female,Bengaluru,0
44943.47,59,0.95,6,0,low,0,1,1,18,32,female,Bengaluru,0
29083.67,50,2.34,3,0,medium,0,1,5,32,22,female,Bengaluru,1
91815.5,65,2.12,6,1,low,0,1,4,17,59,female,Hyderabad,0
111670.4,18,1.92,7,0,medium,0,1,3,56,44,female,Chennai,0
60253.89,39,2.15,5,0,medium,0,1,5,33,43,female,Chennai,0
77516.81,115,0.12,0,0,high,0,0,5,56,38,male,Bengaluru,1
104193.5,13,2.45,2,1,low,1,1,2,52,61,female,Chennai,1
119860.73,77,1.77,4,0,low,0,1,6,19,56,male,Chennai,1
74008.46,80,2.21,3,0,high,0,1,5,27,60,male,Bengaluru,1
106883.76,57,1.77,2,0,low,1,0,2,34,67,other,Bengaluru,1
109124.38,5,1.53,2,0,medium,0,0,5,15,56,male,Chennai,0
95182.73,5,1.31,0,0,medium,1,0,5,50,22,male,Hyderabad,1
55850.84,34,1.76,1,0,medium,1,0,0,34,27,female,Delhi,1
10657.33,13,1.28,6,0,low,1,0,1,12,80,male,Mumbai,0
2880.86,12,2.11,0,0,low,0,0,2,29,36,male,Delhi,0
57786.88,20,0.39,6,0,medium,1,1,0,50,44,male,Pune,1
59823.43,23,1.12,2,0,medium,0,1,3,25,41,female,Mumbai,1
49476.12,101,2.93,6,0,medium,0,1,3,43,80,male,Hyderabad,0
68611.91,77,1.06,2,0,medium,1,1,6,60,69,male,Pune,0
66707.36,4,1.33,6,0,high,0,0,1,20,48,female,Hyderabad,1
100556.95,76,0.88,4,0,high,1,1,4,60,60,male,Bengaluru,1
13930.2,17,1.74,6,0,medium,0,1,5,25,52,female,Mumbai,0
27796.14,51,0.98,0,1,low,0,1,3,34,58,male,Delhi,0
95367.59,5,1.37,6,0,low,0,1,7,47,78,female,Hyderabad,1
101892.59,11,2.09,2,0,medium,1,1,2,4,60,female,Pune,1
119384.08,16,1.01,2,0,medium,0,1,3,42,25,male,Bengaluru,0
104876.53,53,2.05,0,0,low,1,1,0,34,49,male,Mumbai,0
106897.98,56,2.08,7,0,medium,0,1,3,39,69,male,Bengaluru,1
38407.41,43,2.24,5,0,low,1,1,0,58,20,male,Chennai,0
48797.73,75,1.6,7,0,low,0,1,7,29,40,male,Hyderabad,0
32902.13,87,3.77,4,0,high,1,1,1,56,30,female,Mumbai,1
73149.63,88,2.24,1,0,low,0,1,6,34,63,male,Bengaluru,1
112717.84,70,1.73,2,0,medium,0,1,0,13,26,male,Delhi,1
42012.27,66,0.89,3,0,medium,1,1,2,39,57,male,Bengaluru,0
67283.21,59,1.43,1,1,medium,0,1,0,11,22,female,Pune,1
36259.66,29,2.5,7,0,low,0,0,2,54,76,male,Hyderabad,0
21206.2,59,2.7,7,1,medium,1,1,4,9,38,female,Mumbai,1
24227.08,2,2.53,4,0,low,1,1,3,30,43,female,Pune,0
7895.5,116,2.05,4,0,medium,1,0,4,50,67,male,Chennai,0
113965.93,45,0.62,5,0,low,1,1,6,0,41,male,Delhi,0
48942.67,91,1.84,5,0,high,1,1,0,29,25,male,Pune,0
100260.39,115,0.63,0,0,medium,0,0,3,30,75,female,Chennai,1
82078.21,60,0.46,4,0,low,0,1,4,20,25,male,Mumbai,1
23838.62,104,1.67,6,0,low,1,0,4,41,49,male,Hyderabad,1
21880.01,58,1.87,6,0,low,1,1,1,19,25,female,Hyderabad,0
97626.6,16,2.13,4,0,medium,0,1,1,22,61,female,Bengaluru,1
32500.69,4,1.85,7,0,medium,0,0,3,16,34,male,Delhi,1
109680.94,17,1.87,4,0,medium,0,1,5,38,76,female,Delhi,1
17666.59,114,0.81,3,0,high,1,1,7,53,30,male,Bengaluru,0
81647.33,58,1.43,3,0,medium,0,1,2,10,60,male,Hyderabad,1
97922.39,39,0.45,5,0,medium,1,1,4,24,18,male,Bengaluru,1
28995.51,54,0.1,7,0,low,1,1,2,13,25,female,Pune,1
33868.68,31,2.02,1,0,medium,0,1,0,14,35,male,Mumbai,0
115777.75,105,0.97,2,0,medium,0,0,3,59,73,female,Bengaluru,0
32487.12,120,2.11,5,0,medium,0,1,2,43,80,female,Delhi,0
52164.89,11,2.28,6,1,low,0,1,1,57,56,female,Delhi,1
52469.36,87,1.07,3,1,low,0,1,5,38,39,male,Delhi,1
31111.14,41,1.91,5,0,low,0,1,2,40,37,male,Bengaluru,1
93319.14,6,1.04,0,0,high,1,1,1,43,31,female,Mumbai,0
92850.07,111,0.21,2,0,medium,0,1,3,39,39,male,Pune,1
46019.84,8,1.59,7,0,low,0,1,7,50,49,female,Mumbai,0
100379.97,25,1.17,4,0,low,0,1,5,19,61,male,Chennai,0
26355.92,4,1.19,6,0,medium,1,1,3,6,32,female,Bengaluru,1
1512.39,57,2.88,1,0,high,0,1,6,29,20,female,Chennai,0
68968.92,72,0.43,2,1,high,0,1,0,0,53,female,Pune,1
119295.25,39,1.77,7,0,high,1,1,2,2,33,female,Pune,1
5598.67,9,0.8,7,1,high,0,1,4,3,43,male,Pune,1
25751.77,14,2.14,7,0,low,0,1,3,4,62,male,Bengaluru,0
62750.84,113,1.71,2,0,low,0,1,5,43,74,male,Bengaluru,0
97382.95,97,1.77,6,0,medium,1,1,5,36,51,female,Pune,1
11596.0,113,0.84,3,0,medium,1,1,3,57,76,male,Delhi,0
48032.92,64,0.96,6,0,low,0,0,7,17,34,male,Pune,1
89902.02,66,2.15,6,0,medium,1,1,7,20,62,male,Bengaluru,1
45213.64,95,2.74,3,0,low,1,1,3,29,79,male,Bengaluru,0
23471.53,74,1.84,2,0,low,1,0,7,47,31,female,Pune,0
24264.0,53,0.87,7,0,low,1,1,5,56,64,female,Pune,0
49795.81,36,1.74,3,0,high,1,1,1,44,47,male,Chennai,0
58050.63,59,3.2,3,0,medium,0,0,0,30,73,male,Hyderabad,1
103555.92,8,1.57,5,0,medium,0,0,0,59,37,female,Hyderabad,1
77428.04,24,2.52,7,0,high,1,1,1,11,78,female,Bengaluru,1
83157.83,89,0.98,1,0,high,0,1,2,28,68,female,Bengaluru,0
117975.47,105,1.47,7,0,low,0,1,0,15,62,female,Chennai,1
50009.37,13,1.93,3,1,medium,1,0,4,10,19,female,Hyderabad,1
48999.17,12,1.78,0,0,low,1,0,3,24,23,female,Hyderabad,0
110878.29,11,0.96,2,0,medium,1,1,4,46,59,female,Delhi,1
30259.19,95,0.93,3,0,low,1,1,4,19,48,female,Delhi,0
87848.01,38,2.19,5,0,low,0,1,2,49,38,female,Pune,0
90794.2,40,2.33,4,0,medium,1,1,4,37,71,female,Mumbai,1
12636.77,2,2.56,1,0,low,1,1,7,43,48,male,Delhi,1
56719.54,117,2.76,3,0,medium,0,1,2,14,46,male,Chennai,0
24866.93,53,1.59,1,0,medium,0,1,2,52,38,female,Delhi,0
23059.66,96,1.28,2,1,medium,1,0,4,12,79,female,Bengaluru,1
56195.55,85,2.45,5,0,low,0,1,6,22,40,male,Hyderabad,0
35442.14,18,2.0,6,0,low,0,1,4,47,34,male,Delhi,1
95731.19,97,0.81,1,0,low,0,1,6,42,60,male,Delhi,0
109004.98,67,0.78,4,0,high,0,0,0,18,20,male,Chennai,1
96523.75,73,1.84,3,0,high,0,0,0,16,55,female,Mumbai,1
32657.67,25,1.38,2,1,low,1,1,3,26,53,female,Delhi,0
33621.99,102,1.48,5,1,medium,0,1,1,27,33,female,Hyderabad,1
31312.67,112,2.25,1,0,medium,1,1,0,3,66,male,Delhi,0
17069.53,49,2.03,6,0,high,0,1,1,14,20,male,Mumbai,0
113312.01,12,2.43,3,1,low,0,0,2,9,79,male,Hyderabad,0
48843.69,102,0.15,0,0,medium,0,1,7,9,71,male,Bengaluru,1
27738.05,107,1.68,6,0,medium,1,1,6,21,29,female,Chennai,1
101753.86,61,1.99,6,0,low,1,0,2,2,49,male,Mumbai,1
48504.24,70,0.43,4,0,low,0,1,7,41,30,female,Chennai,1
5178.9,27,1.04,5,0,low,1,1,6,40,56,female,Hyderabad,1
20271.05,9,0.91,1,1,medium,0,1,2,13,40,male,Pune,1
77070.79,114,1.52,2,0,medium,0,0,3,53,48,male,Mumbai,1
94165.73,58,2.64,2,0,medium,1,1,7,36,78,male,Bengaluru,0
26101.19,33,2.92,6,0,low,0,1,3,19,56,male,Chennai,1
110170.08,84,0.93,2,0,high,1,0,2,11,72,female,Pune,1
102268.66,4,1.87,5,0,low,0,1,7,26,57,female,Bengaluru,0
101957.31,10,1.89,2,0,high,1,1,5,58,47,female,Pune,1
28091.68,30,1.77,4,1,low,0,1,3,0,18,female,Hyderabad,0
7013.78,55,1.78,1,0,high,0,1,6,1,23,female,Chennai,0
104223.4,45,1.71,4,0,high,0,1,5,25,51,female,Hyderabad,0
37390.23,23,2.68,0,0,high,1,1,2,56,49,male,Mumbai,0
74651.05,43,2.27,5,0,high,0,1,3,17,49,male,Chennai,0
91436.06,41,0.76,0,0,low,0,1,0,45,71,male,Delhi,0
16266.9,63,2.06,7,1,medium,0,1,0,35,24,male,Pune,1
93919.76,68,2.12,6,0,medium,0,1,7,12,59,female,Delhi,1
112682.86,106,1.72,4,0,low,0,1,0,55,64,male,Delhi,0
87676.62,97,2.29,7,0,high,1,1,6,9,58,female,Bengaluru,1
53505.51,36,1.63,6,0,low,0,1,1,30,32,male,Hyderabad,1
105324.7,109,1.64,1,0,low,0,0,4,40,43,female,Mumbai,0
63767.46,63,1.58,5,0,high,0,1,5,41,21,male,Bengaluru,1
89627.74,23,0.09,3,0,low,0,0,7,52,29,male,Mumbai,1
98640.21,41,1.44,6,0,low,0,1,2,43,68,female,Hyderabad,0
90172.99,90,1.03,6,0,low,0,1,7,40,56,male,Delhi,1
35254.73,99,0.67,7,0,medium,0,1,3,9,72,female,Chennai,1
15023.42,45,2.5,3,0,high,1,0,6,18,61,female,Mumbai,0
29362.28,19,1.85,1,0,low,0,1,0,21,33,male,Mumbai,0
60842.12,24,1.48,1,0,medium,1,1,2,22,69,male,Hyderabad,0
61127.95,13,1.1,1,0,medium,0,1,4,6,61,male,Mumbai,1
70334.68,84,1.71,7,0,medium,1,1,5,5,30,male,Bengaluru,1
48017.12,61,2.19,4,0,medium,1,1,6,26,18,female,Mumbai,0
94640.07,55,0.92,2,0,high,0,1,2,44,66,female,Delhi,1
109665.3,81,1.5,3,1,low,0,1,4,54,63,male,Chennai,0
30360.28,100,2.11,1,0,low,0,1,4,57,23,female,Chennai,0
88646.26,96,0.14,4,0,medium,1,1,7,29,47,female,Delhi,1
81678.65,17,1.46,3,1,low,0,1,0,54,75,male,Bengaluru,1
63247.77,71,1.2,6,0,medium,0,1,0,27,67,male,Pune,0
23435.1,106,1.41,0,0,low,0,1,4,28,69,female,Mumbai,0
95632.64,93,1.15,7,0,low,0,0,0,12,42,female,Chennai,1
115314.53,40,1.6,0,0,high,0,1,1,38,25,male,Bengaluru,1
86898.52,48,2.85,3,0,low,0,1,4,18,40,male,Pune,0
110225.34,107,1.27,2,0,medium,1,0,2,29,61,male,Hyderabad,1
118118.05,4,1.7,5,0,medium,1,1,2,57,70,female,Delhi,1
42894.03,64,2.9,5,1,low,0,1,2,33,58,female,Mumbai,1
76948.6,14,1.11,1,0,low,0,0,5,18,20,male,Delhi,0
57398.0,108,2.77,3,0,low,1,1,2,40,55,female,Delhi,1
118408.82,5,1.5,4,0,medium,1,1,6,44,29,male,Bengaluru,1
12163.13,3,2.75,3,1,low,1,1,1,37,56,female,Pune,1
50072.61,40,2.03,0,0,medium,1,0,0,2,43,female,Pune,1
105189.15,25,1.71,1,0,low,0,1,1,13,51,male,Hyderabad,1
34802.11,60,1.45,4,0,low,1,1,7,7,55,male,Chennai,1
94747.35,36,1.06,2,0,low,0,1,2,58,58,male,Delhi,1
46551.2,43,1.55,4,0,low,0,1,0,19,18,female,Hyderabad,1
117617.45,68,2.13,1,0,low,0,1,2,28,78,female,Chennai,1
106140.05,68,1.49,5,1,high,0,0,5,54,54,male,Chennai,1
36857.12,113,1.28,1,1,low,0,1,2,60,49,female,Chennai,1
92652.98,58,1.32,5,1,medium,0,1,3,13,41,female,Hyderabad,1
41085.93,68,2.19,6,0,medium,1,0,0,52,24,male,Hyderabad,1
73157.18,82,2.36,2,0,medium,0,0,5,44,57,male,Mumbai,0
79359.21,21,1.03,1,0,medium,0,1,1,37,40,female,Chennai,1
99721.85,81,1.03,0,0,low,0,1,0,10,75,male,Pune,0
3909.65,104,1.77,2,0,medium,0,1,5,42,59,female,Bengaluru,1
27198.79,39,2.57,0,0,low,0,0,7,37,45,female,Pune,0
85718.22,22,2.3,7,0,medium,0,1,4,27,19,male,Mumbai,1
68059.27,42,0.62,7,0,low,0,0,7,35,52,male,Chennai,1
59977.0,34,1.32,7,0,medium,1,1,3,12,71,male,Delhi,1
7569.98,71,0.85,7,0,medium,0,1,4,37,47,female,Pune,0
42444.83,104,1.31,4,0,medium,0,1,2,9,58,male,Hyderabad,0
103946.93,72,2.62,2,0,low,1,1,4,17,25,female,Hyderabad,1
4676.25,16,0.5,3,0,medium,0,1,7,30,43,female,Mumbai,1
48175.91,38,0.37,2,0,medium,1,1,5,9,67,female,Bengaluru,0
113472.65,83,0.92,6,0,medium,0,1,0,55,44,male,Mumbai,1
7054.81,40,1.7,3,1,low,0,1,4,54,73,male,Chennai,1
90214.98,71,1.93,3,0,low,0,1,3,28,43,female,Chennai,1
31655.9,84,1.81,5,0,low,0,1,4,34,69,male,Delhi,0
104126.45,40,2.32,2,0,medium,1,1,4,17,58,male,Hyderabad,0
89782.09,78,0.27,2,0,low,0,1,4,12,77,other,Chennai,1
106398.92,48,2.33,1,0,medium,0,0,6,58,51,female,Pune,1
26695.05,17,1.28,0,0,medium,0,1,6,25,47,female,Delhi,0
64223.84,45,2.01,0,0,medium,1,0,7,58,40,male,Chennai,1
93733.12,53,0.57,3,0,medium,0,1,4,4,59,female,Bengaluru,1
30238.27,1,1.5,7,0,medium,0,1,2,6,79,male,Pune,1
28458.81,108,1.67,2,1,medium,1,0,1,28,28,male,Chennai,1
4234.67,64,2.31,5,0,low,0,1,6,47,76,male,Delhi,1
115063.32,5,0.39,2,0,high,0,1,7,25,79,female,Mumbai,1
85492.01,105,1.52,2,0,high,0,1,0,51,66,male,Chennai,0
76631.68,103,0.74,1,0,medium,0,1,1,8,54,female,Hyderabad,1
89535.37,2,1.85,4,0,high,1,1,5,52,72,female,Bengaluru,1
64261.94,20,2.04,5,0,high,0,1,1,27,34,female,Chennai,1
57659.92,44,2.4,2,0,medium,1,1,0,17,57,male,Mumbai,0
54494.34,61,1.13,4,1,medium,0,1,7,39,68,female,Chennai,1
77212.27,88,2.15,3,0,medium,0,1,0,47,68,female,Hyderabad,1
24982.66,51,2.45,2,0,low,1,0,1,56,54,male,Mumbai,1
106678.98,74,0.35,5,0,low,0,1,7,5,42,male,Hyderabad,1
97598.53,2,1.93,4,0,medium,0,1,0,42,77,female,Pune,1
42598.07,80,2.17,0,0,medium,0,1,6,19,60,female,Delhi,1
69854.51,110,1.32,3,0,low,0,1,4,30,66,female,Pune,0
17782.25,64,0.65,3,0,medium,1,1,4,28,57,male,Delhi,1
116709.2,55,2.16,6,0,medium,0,1,6,46,73,male,Bengaluru,0
108444.23,36,0.66,2,0,medium,0,0,0,24,48,male,Hyderabad,1
110705.8,115,1.38,7,0,low,0,1,0,17,52,other,Pune,1
40527.4,4,1.47,4,0,medium,0,1,1,29,68,female,Hyderabad,0
21127.03,35,2.0,1,0,low,0,0,3,40,50,female,Hyderabad,0
26200.89,17,1.06,3,0,low,1,1,7,51,33,female,Pune,1
11710.17,104,1.02,7,0,low,0,1,0,0,65,male,Hyderabad,0
15293.16,58,1.57,2,0,low,0,1,3,34,41,female,Hyderabad,0
9485.24,111,2.2,5,0,low,0,1,3,4,24,male,Pune,0
118788.95,80,3.1,6,0,medium,0,0,1,37,41,male,Pune,1
9812.86,67,0.44,5,0,low,0,1,2,38,21,male,Chennai,1
16772.51,63,1.72,0,0,low,0,1,1,52,73,male,Delhi,1
99443.3,25,0.74,2,0,high,0,1,1,11,79,male,Mumbai,1
70048.59,68,2.21,2,0,medium,0,1,4,48,34,female,Delhi,1
93155.65,83,0.84,2,0,high,1,1,7,42,75,female,Delhi,0
76078.53,116,1.03,7,0,medium,0,1,3,40,62,female,Hyderabad,1
105978.83,66,1.09,0,0,low,0,1,5,38,78,male,Mumbai,1
76977.64,113,1.45,4,0,high,0,1,5,33,28,female,Pune,1
63132.89,114,1.73,7,0,high,0,1,6,3,21,male,Chennai,1
85817.21,63,1.84,7,0,medium,0,1,6,49,75,male,Hyderabad,0
54239.74,53,1.5,4,0,medium,0,1,7,23,34,male,Hyderabad,0
42181.59,18,0.57,7,0,medium,0,1,6,6,55,male,Hyderabad,1
56650.64,33,2.01,3,0,medium,0,0,7,37,74,female,Pune,1
21195.98,106,1.46,4,0,medium,0,1,7,57,39,female,Chennai,1
95792.04,17,2.31,4,0,medium,1,0,5,43,23,male,Mumbai,0
32023.75,48,1.0,0,0,low,1,0,3,15,67,female,Delhi,1
19270.25,84,0.38,0,0,low,1,1,2,49,46,male,Delhi,1
30315.92,29,1.48,7,0,low,0,1,4,51,19,male,Hyderabad,1
101206.35,117,2.41,1,0,low,1,1,6,20,39,female,Bengaluru,1
40293.95,78,1.61,2,0,low,0,0,6,31,51,female,Mumbai,1
82639.93,4,1.36,4,0,high,0,1,4,51,73,female,Pune,0
102912.75,30,0.89,4,0,low,1,1,0,9,32,male,Bengaluru,1
10251.62,89,2.73,4,0,low,1,1,2,21,50,female,Chennai,1
92037.9,104,0.78,7,1,low,0,0,4,27,29,male,Chennai,1
37612.19,112,0.99,6,0,medium,1,1,3,0,36,male,Hyderabad,1
26778.06,103,1.9,7,0,medium,0,0,3,10,34,male,Pune,0
82979.27,9,0.2,5,0,medium,0,1,2,37,51,male,Delhi,1
109265.8,88,2.39,7,0,high,0,1,0,16,59,male,Bengaluru,0
36107.29,14,1.94,4,0,high,0,1,3,14,25,male,Hyderabad,0
68691.22,10,2.13,4,0,high,1,0,3,18,22,female,Mumbai,1
35490.26,84,1.89,6,0,high,0,0,6,7,64,male,Chennai,1
66959.98,58,1.39,6,0,low,0,1,0,38,36,male,Mumbai,1
75001.58,78,0.76,0,0,medium,1,1,3,15,56,female,Bengaluru,0
73629.91,103,1.4,7,0,low,1,1,6,39,22,female,Chennai,0
75202.02,9,0.82,5,0,medium,1,1,2,50,55,male,Chennai,1
17074.5,64,1.84,7,0,low,1,0,2,29,75,male,Delhi,1
83531.32,101,2.06,5,0,low,1,1,0,55,45,male,Delhi,1
81295.29,53,2.53,7,0,low,0,1,4,11,54,female,Hyderabad,1
82227.99,63,1.76,2,0,medium,0,1,6,58,36,male,Bengaluru,1
9814.4,60,2.15,1,0,medium,1,1,3,19,36,male,Delhi,0
54173.82,109,1.29,1,1,low,0,1,3,18,22,female,Mumbai,1
49675.18,6,1.17,2,0,medium,0,1,5,59,48,female,Chennai,0
11318.67,106,1.83,1,0,low,0,0,3,27,77,male,Chennai,0
27461.78,98,1.23,3,1,medium,0,1,3,45,25,male,Bengaluru,0
53474.55,98,1.69,1,0,low,0,0,6,48,44,male,Pune,1
89405.85,50,0.76,1,0,low,1,1,2,27,70,male,Pune,1
29210.39,62,0.88,4,0,medium,0,1,6,19,49,male,Mumbai,1
99740.24,45,1.94,6,0,medium,0,0,2,29,65,female,Pune,1
65950.0,31,2.12,1,0,high,0,0,4,23,41,female,Delhi,1
91490.18,106,0.81,4,0,medium,1,1,2,25,55,female,Delhi,0
57234.16,61,1.97,5,1,high,0,1,5,14,80,female,Delhi,1
60404.11,87,1.13,5,0,low,0,1,3,55,55,female,Hyderabad,1
74746.61,13,1.51,0,0,low,0,1,1,34,68,male,Mumbai,0
111428.5,95,2.49,5,0,high,0,1,5,48,61,female,Chennai,1
59525.7,80,2.07,0,0,low,0,1,7,40,24,male,Mumbai,0
63910.25,120,2.06,1,0,medium,0,0,0,21,28,male,Bengaluru,1
72637.64,17,2.84,2,0,low,0,1,4,19,56,male,Hyderabad,0
88764.3,65,1.01,6,0,medium,0,0,5,59,39,female,Hyderabad,1
9550.19,62,0.81,1,0,low,0,1,5,1,48,female,Bengaluru,1
62366.81,65,0.99,6,0,medium,0,1,1,17,48,male,Mumbai,1
58309.4,7,1.32,7,0,medium,1,0,0,44,67,male,Delhi,1
110680.51,57,0.05,7,0,low,1,0,4,33,80,female,Delhi,0
59727.28,36,1.35,2,0,low,0,1,5,37,80,male,Hyderabad,0
56730.14,75,1.12,0,0,low,0,1,2,1,23,male,Delhi,0
115501.8,28,2.05,1,0,low,0,1,2,13,64,female,Chennai,1
54618.6,53,1.75,6,0,low,0,1,4,36,63,female,Hyderabad,0
22525.25,75,1.08,1,0,high,1,1,3,19,72,male,Pune,0
26813.02,8,1.91,5,0,low,0,0,3,28,44,male,Hyderabad,1
12327.32,95,2.01,2,0,low,0,0,5,58,49,female,Bengaluru,0
1067.61,86,0.96,6,0,medium,1,1,7,38,46,male,Bengaluru,1
52401.53,7,1.15,4,0,low,1,1,6,38,41,female,Mumbai,1
92539.87,8,0.05,4,0,low,1,1,0,11,33,female,Delhi,1
88282.51,103,0.74,6,0,medium,1,0,2,36,58,female,Bengaluru,1
4825.74,34,0.98,7,0,medium,0,1,0,58,19,male,Mumbai,0
68827.97,104,1.55,2,0,high,0,1,6,39,65,male,Chennai,1
19359.69,60,0.84,4,0,low,0,1,5,47,71,male,Chennai,0
112988.08,42,1.14,5,0,medium,0,1,1,58,32,male,Pune,0
20916.43,33,0.64,6,0,high,0,1,6,54,31,male,Mumbai,1
75570.07,80,1.62,3,0,high,0,1,4,20,49,male,Bengaluru,0
39822.37,14,1.8,2,0,high,0,1,0,18,71,male,Chennai,0
77345.8,49,1.78,6,1,low,1,1,1,17,25,female,Mumbai,1
50058.77,42,1.51,7,0,high,0,1,6,46,45,male,Hyderabad,0
91397.52,19,0.42,4,0,high,0,1,2,22,31,male,Bengaluru,1
28450.82,43,1.07,0,0,medium,1,1,4,50,71,male,Bengaluru,1
108789.23,64,1.21,2,0,medium,1,0,7,48,73,female,Pune,1
60524.95,82,1.22,3,0,high,0,0,2,40,23,male,Bengaluru,0
90975.08,11,1.55,5,1,low,0,0,0,7,27,female,Chennai,0
102117.89,105,2.5,5,0,medium,1,0,0,43,27,male,Mumbai,1
119860.6,106,2.07,6,0,medium,0,1,7,12,69,female,Bengaluru,1
27649.53,84,0.81,0,0,medium,0,1,4,33,74,female,Pune,1
35140.2,111,1.97,3,0,medium,1,1,2,13,41,female,Mumbai,0
30801.54,52,1.95,5,0,low,0,1,0,3,27,female,Pune,1
32281.69,99,0.94,7,0,low,0,1,5,38,59,female,Chennai,0
70310.92,88,2.09,1,0,low,0,1,0,27,74,male,Hyderabad,0
119229.18,68,1.39,7,0,medium,0,1,0,39,75,male,Pune,1
118843.09,22,0.51,0,0,medium,0,0,4,29,46,female,Chennai,0
63686.01,67,1.82,1,0,high,0,0,5,22,67,female,Bengaluru,0
77044.24,109,1.65,6,0,medium,0,1,4,0,78,female,Chennai,1
103336.49,119,1.34,6,0,medium,0,0,7,16,70,male,Bengaluru,0
112019.08,54,1.47,7,0,low,1,1,2,53,47,male,Hyderabad,0
25259.41,30,1.0,4,0,medium,1,1,4,46,34,female,Pune,1
63896.47,90,1.93,4,0,high,0,1,2,28,41,female,Pune,1
100107.61,10,1.47,4,0,medium,1,1,2,1,40,male,Mumbai,1
